Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
169,Vitor Reis,br BRA,DF,Girona,19,"€ 46,154 (£ 40,009, $53,755)","€ 2,400,000 (£ 2,080,458, $2,795,241)",Unverified estimation
170,Santi Comesaña,es ESP,MF,Villarreal,28,"€ 44,231 (£ 38,342, $51,515)","€ 2,300,000 (£ 1,993,772, $2,678,772)",Unverified estimation
171,Iván Martín,es ESP,MF,Girona,26,"€ 44,231 (£ 38,342, $51,515)","€ 2,300,000 (£ 1,993,772, $2,678,772)",Unverified estimation
172,Lucien Agoume,fr FRA,MF,Sevilla,23,"€ 44,231 (£ 38,342, $51,515)","€ 2,300,000 (£ 1,993,772, $2,678,772)",Unverified estimation
173,Ferran Jutglà,es ESP,FW,Celta Vigo,26,"€ 44,231 (£ 38,342, $51,515)","€ 2,300,000 (£ 1,993,772, $2,678,772)",Unverified estimation
174,Nelson Deossa,co COL,MF,Real Betis,25,"€ 44,231 (£ 38,342, $51,515)","€ 2,300,000 (£ 1,993,772, $2,678,772)",Unverified estimation
175,Umar Sadiq,ng NGA,FW,Valencia,28,"€ 44,038 (£ 38,140, $51,189)","€ 2,290,000 (£ 1,983,271, $2,661,819)",Unverified estimation
176,Lucas Torró,es ESP,MF,Osasuna,31,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
177,Sergio Herrera,es ESP,GK,Osasuna,32,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
178,Luiz Júnior,,GK,Villarreal,25,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
179,Sergi Cardona,es ESP,DF,Villarreal,26,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
180,Aitor Paredes,es ESP,DF,Athletic Club,25,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
181,Gorka Guruzeta,es ESP,FW,Athletic Club,28,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
182,Jesús Areso,es ESP,DF,Athletic Club,26,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
183,Mikel Jauregizar,,CM,Athletic Club,22,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
184,Mikel Vesga,es ESP,MF,Athletic Club,32,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
185,Rafa Mir,es ESP,"FW,MF",Elche,28,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
186,Diego Rico,es ESP,DF,Getafe,32,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
187,Lucas Boyé,ar ARG,FW,Alavés,29,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
188,Abel Ruiz,es ESP,FW,Girona,25,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
189,Álvaro García,es ESP,"MF,FW",Rayo Vallecano,32,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
190,Augusto Batalla,ar ARG,GK,Rayo Vallecano,29,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
191,Florian Lejeune,fr FRA,DF,Rayo Vallecano,34,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
192,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,30,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
193,Luiz Felipe,it ITA,DF,Rayo Vallecano,28,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
194,Javi Puado,es ESP,"MF,FW",Espanyol,27,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
195,Fábio Cardoso,pt POR,DF,Sevilla,31,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
196,Kike Salas,es ESP,DF,Sevilla,23,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
197,Matteo Ruggeri,it ITA,DF,Atlético Madrid,23,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
198,Javi Guerra,,CM,Valencia,22,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
199,Aritz Elustondo,es ESP,DF,Real Sociedad,31,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
200,Jon Aramburu,ve VEN,DF,Real Sociedad,23,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
